Index,Year,Country,UNIT,Indicator,Value
,2014,Bulgaria,"Current prices, million euro",External balance of goods and services,-403.3
,2014,Bulgaria,"Current prices, million euro",External balance - Goods,"-2,776.60"
,2014,Bulgaria,"Current prices, million euro",External balance - Services,"2,373.30"
,2014,Bulgaria,"Current prices, million euro",Compensation of employees,"17,528.60"
,2014,Bulgaria,"Current prices, million euro",Wages and salaries,"14,968.80"
,2014,Bulgaria,"Current prices, million euro",Employers' social contributions,"2,559.80"
,2014,Bulgaria,"Current prices, million euro","Operating surplus and mixed income, gross","20,297.50"
,2014,Bulgaria,"Current prices, million euro",Taxes on production and imports less subsidies,"4,936.10"
,2014,Bulgaria,"Current prices, million euro",Taxes on production and imports,"6,364.40"
,2014,Bulgaria,"Current prices, million euro",Subsidies,"1,428.30"
,2014,Bulgaria,"Current prices, million euro",Taxes less subsidies on products,"5,636.70"
,2014,Bulgaria,"Current prices, million euro",Taxes on products,"5,995.70"
,2014,Bulgaria,"Current prices, million euro",Subsidies on products,359
,2014,Bulgaria,"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,Bulgaria,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2014,Bulgaria,"Current prices, million euro",Statistical discrepancy (income approach),0
,2014,Bulgaria,"Current prices, million euro",Final consumption expenditure and gross capital formation,"43,165.50"
,2014,Bulgaria,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","70,966.20"
,2014,Czech Republic,"Current prices, million euro",Gross domestic product at market prices,"156,660.00"
,2014,Czech Republic,"Current prices, million euro","Value added, gross","141,581.90"
,2014,Czech Republic,"Current prices, million euro",Final consumption expenditure,"106,145.30"
,2014,Czech Republic,"Current prices, million euro",Final consumption expenditure of general government,"30,838.00"
,2014,Czech Republic,"Current prices, million euro",Individual consumption expenditure of general government,"16,497.70"
,2014,Czech Republic,"Current prices, million euro",Collective consumption expenditure of general government,"14,340.20"
,2014,Czech Republic,"Current prices, million euro",Household and NPISH final consumption expenditure,"75,307.30"
,2014,Czech Republic,"Current prices, million euro",Final consumption expenditure of households,"74,240.40"
,2014,Czech Republic,"Current prices, million euro",Final consumption expenditure of NPISH,"1,066.90"
,2014,Czech Republic,"Current prices, million euro",Actual individual consumption,"91,805.00"
,2014,Czech Republic,"Current prices, million euro",Gross capital formation,"40,544.20"
,2014,Czech Republic,"Current prices, million euro",Gross fixed capital formation,"39,369.40"
,2014,Czech Republic,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"1,174.80"
,2014,Czech Republic,"Current prices, million euro",Changes in inventories,963.6
,2014,Czech Republic,"Current prices, million euro",Acquisitions less disposals of valuables,211.2
,2014,Czech Republic,"Current prices, million euro",Exports of goods and services,"129,316.10"
,2014,Czech Republic,"Current prices, million euro",Exports of goods,"110,394.10"
,2014,Czech Republic,"Current prices, million euro",Exports of services,"18,921.90"
,2014,Czech Republic,"Current prices, million euro",Imports of goods and services,"119,345.50"
,2014,Czech Republic,"Current prices, million euro",Imports of goods,"102,406.40"
,2014,Czech Republic,"Current prices, million euro",Imports of services,"16,939.10"
,2014,Czech Republic,"Current prices, million euro",External balance of goods and services,"9,970.50"
,2014,Czech Republic,"Current prices, million euro",External balance - Goods,"7,987.70"
,2014,Czech Republic,"Current prices, million euro",External balance - Services,"1,982.80"
,2014,Czech Republic,"Current prices, million euro",Compensation of employees,"62,996.10"
,2014,Czech Republic,"Current prices, million euro",Wages and salaries,"47,965.80"
,2014,Czech Republic,"Current prices, million euro",Employers' social contributions,"15,030.30"
,2014,Czech Republic,"Current prices, million euro","Operating surplus and mixed income, gross","79,812.00"
,2014,Czech Republic,"Current prices, million euro",Taxes on production and imports less subsidies,"13,851.90"
,2014,Czech Republic,"Current prices, million euro",Taxes on production and imports,"18,818.30"
,2014,Czech Republic,"Current prices, million euro",Subsidies,"4,966.40"
,2014,Czech Republic,"Current prices, million euro",Taxes less subsidies on products,"15,078.10"
,2014,Czech Republic,"Current prices, million euro",Taxes on products,"18,044.10"
,2014,Czech Republic,"Current prices, million euro",Subsidies on products,"2,966.00"
,2014,Czech Republic,"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,Czech Republic,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2014,Czech Republic,"Current prices, million euro",Statistical discrepancy (income approach),:
,2014,Czech Republic,"Current prices, million euro",Final consumption expenditure and gross capital formation,"146,689.50"
,2014,Czech Republic,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","276,005.50"
,2014,Denmark,"Current prices, million euro",Gross domestic product at market prices,"265,757.00"
,2014,Denmark,"Current prices, million euro","Value added, gross","230,586.90"
,2014,Denmark,"Current prices, million euro",Final consumption expenditure,"193,860.70"
,2014,Denmark,"Current prices, million euro",Final consumption expenditure of general government,"68,527.10"
,2014,Denmark,"Current prices, million euro",Individual consumption expenditure of general government,"48,724.00"
,2014,Denmark,"Current prices, million euro",Collective consumption expenditure of general government,"19,803.20"
,2014,Denmark,"Current prices, million euro",Household and NPISH final consumption expenditure,"125,333.50"
,2014,Denmark,"Current prices, million euro",Final consumption expenditure of households,"121,334.30"
,2014,Denmark,"Current prices, million euro",Final consumption expenditure of NPISH,"3,999.20"
,2014,Denmark,"Current prices, million euro",Actual individual consumption,"174,057.50"
,2014,Denmark,"Current prices, million euro",Gross capital formation,"53,393.20"
,2014,Denmark,"Current prices, million euro",Gross fixed capital formation,"50,928.80"
,2014,Denmark,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"2,464.60"
,2014,Denmark,"Current prices, million euro",Changes in inventories,"2,010.40"
,2014,Denmark,"Current prices, million euro",Acquisitions less disposals of valuables,454.2
,2014,Denmark,"Current prices, million euro",Exports of goods and services,"145,138.20"
,2014,Denmark,"Current prices, million euro",Exports of goods,"89,848.40"
,2014,Denmark,"Current prices, million euro",Exports of services,"55,289.90"
,2014,Denmark,"Current prices, million euro",Imports of goods and services,"126,635.30"
,2014,Denmark,"Current prices, million euro",Imports of goods,"77,875.10"
,2014,Denmark,"Current prices, million euro",Imports of services,"48,760.10"
,2014,Denmark,"Current prices, million euro",External balance of goods and services,"18,503.00"
,2014,Denmark,"Current prices, million euro",External balance - Goods,"11,973.40"
,2014,Denmark,"Current prices, million euro",External balance - Services,"6,529.80"
,2014,Denmark,"Current prices, million euro",Compensation of employees,"136,588.50"
,2014,Denmark,"Current prices, million euro",Wages and salaries,"126,563.30"
,2014,Denmark,"Current prices, million euro",Employers' social contributions,"10,025.20"
,2014,Denmark,"Current prices, million euro","Operating surplus and mixed income, gross","92,106.00"
,2014,Denmark,"Current prices, million euro",Taxes on production and imports less subsidies,"37,062.40"
,2014,Denmark,"Current prices, million euro",Taxes on production and imports,"43,567.80"
,2014,Denmark,"Current prices, million euro",Subsidies,"6,505.30"
,2014,Denmark,"Current prices, million euro",Taxes less subsidies on products,"35,170.10"
,2014,Denmark,"Current prices, million euro",Taxes on products,"37,352.70"
,2014,Denmark,"Current prices, million euro",Subsidies on products,"2,182.60"
,2014,Denmark,"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,Denmark,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2014,Denmark,"Current prices, million euro",Statistical discrepancy (income approach),0
,2014,Denmark,"Current prices, million euro",Final consumption expenditure and gross capital formation,"247,254.00"
,2014,Denmark,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","392,392.20"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross domestic product at market prices,"2,932,470.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro","Value added, gross","2,639,816.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure,"2,157,121.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure of general government,"563,935.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Individual consumption expenditure of general government,"364,278.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Collective consumption expenditure of general government,"199,657.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Household and NPISH final consumption expenditure,"1,593,186.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure of households,"1,540,580.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure of NPISH,"52,606.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Actual individual consumption,"1,957,464.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross capital formation,"572,336.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Gross fixed capital formation,"586,555.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"-14,219.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Changes in inventories,"-16,617.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Acquisitions less disposals of valuables,"2,398.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Exports of goods and services,"1,340,265.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Exports of goods,"1,115,751.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Exports of services,"224,514.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Imports of goods and services,"1,137,252.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Imports of goods,"887,392.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Imports of services,"249,860.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",External balance of goods and services,"203,013.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",External balance - Goods,"228,359.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",External balance - Services,"-25,346.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Compensation of employees,"1,482,753.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Wages and salaries,"1,210,196.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Employers' social contributions,"272,557.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro","Operating surplus and mixed income, gross","1,161,918.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Taxes on production and imports less subsidies,"287,799.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Taxes on production and imports,"319,527.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Subsidies,"31,728.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Taxes less subsidies on products,"292,654.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Taxes on products,"299,408.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Subsidies on products,"6,754.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Statistical discrepancy (income approach),0
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro",Final consumption expenditure and gross capital formation,"2,729,457.00"
,2014,Germany (until 1990 former territory of the FRG),"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","4,069,722.00"
,2014,Estonia,"Current prices, million euro",Gross domestic product at market prices,"19,766.30"
,2014,Estonia,"Current prices, million euro","Value added, gross","17,201.90"
,2014,Estonia,"Current prices, million euro",Final consumption expenditure,"13,934.10"
,2014,Estonia,"Current prices, million euro",Final consumption expenditure of general government,"3,815.40"
,2014,Estonia,"Current prices, million euro",Individual consumption expenditure of general government,"2,093.60"
,2014,Estonia,"Current prices, million euro",Collective consumption expenditure of general government,"1,721.80"
,2014,Estonia,"Current prices, million euro",Household and NPISH final consumption expenditure,"10,118.70"
,2014,Estonia,"Current prices, million euro",Final consumption expenditure of households,"9,813.40"
,2014,Estonia,"Current prices, million euro",Final consumption expenditure of NPISH,305.2
,2014,Estonia,"Current prices, million euro",Actual individual consumption,"12,212.30"
,2014,Estonia,"Current prices, million euro",Gross capital formation,"5,357.20"
,2014,Estonia,"Current prices, million euro",Gross fixed capital formation,"4,828.80"
,2014,Estonia,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,528.5
,2014,Estonia,"Current prices, million euro",Changes in inventories,524.8
,2014,Estonia,"Current prices, million euro",Acquisitions less disposals of valuables,3.6
,2014,Estonia,"Current prices, million euro",Exports of goods and services,"16,321.30"
,2014,Estonia,"Current prices, million euro",Exports of goods,"10,998.20"
,2014,Estonia,"Current prices, million euro",Exports of services,"5,323.10"
,2014,Estonia,"Current prices, million euro",Imports of goods and services,"15,762.20"
,2014,Estonia,"Current prices, million euro",Imports of goods,"12,089.20"
,2014,Estonia,"Current prices, million euro",Imports of services,"3,673.10"
,2014,Estonia,"Current prices, million euro",External balance of goods and services,559
,2014,Estonia,"Current prices, million euro",External balance - Goods,"-1,091.00"
,2014,Estonia,"Current prices, million euro",External balance - Services,"1,650.00"
,2014,Estonia,"Current prices, million euro",Compensation of employees,"9,249.80"
,2014,Estonia,"Current prices, million euro",Wages and salaries,"6,892.20"
,2014,Estonia,"Current prices, million euro",Employers' social contributions,"2,357.60"
,2014,Estonia,"Current prices, million euro","Operating surplus and mixed income, gross","8,005.10"
,2014,Estonia,"Current prices, million euro",Taxes on production and imports less subsidies,"2,511.40"
,2014,Estonia,"Current prices, million euro",Taxes on production and imports,"2,780.50"
,2014,Estonia,"Current prices, million euro",Subsidies,269.1
,2014,Estonia,"Current prices, million euro",Taxes less subsidies on products,"2,564.40"
,2014,Estonia,"Current prices, million euro",Taxes on products,"2,622.00"
,2014,Estonia,"Current prices, million euro",Subsidies on products,57.7
,2014,Estonia,"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,Estonia,"Current prices, million euro",Statistical discrepancy (expenditure approach),-84
,2014,Estonia,"Current prices, million euro",Statistical discrepancy (income approach),0
,2014,Estonia,"Current prices, million euro",Final consumption expenditure and gross capital formation,"19,291.30"
,2014,Estonia,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","35,612.60"
,2014,Ireland,"Current prices, million euro",Gross domestic product at market prices,"194,537.20"
,2014,Ireland,"Current prices, million euro","Value added, gross","178,582.60"
,2014,Ireland,"Current prices, million euro",Final consumption expenditure,"114,779.30"
,2014,Ireland,"Current prices, million euro",Final consumption expenditure of general government,"31,346.80"
,2014,Ireland,"Current prices, million euro",Individual consumption expenditure of general government,"21,160.30"
,2014,Ireland,"Current prices, million euro",Collective consumption expenditure of general government,"10,186.50"
,2014,Ireland,"Current prices, million euro",Household and NPISH final consumption expenditure,"83,432.50"
,2014,Ireland,"Current prices, million euro",Final consumption expenditure of households,"81,570.90"
,2014,Ireland,"Current prices, million euro",Final consumption expenditure of NPISH,"1,861.60"
,2014,Ireland,"Current prices, million euro",Actual individual consumption,"104,592.80"
,2014,Ireland,"Current prices, million euro",Gross capital formation,"43,579.40"
,2014,Ireland,"Current prices, million euro",Gross fixed capital formation,"40,422.00"
,2014,Ireland,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"3,157.40"
,2014,Ireland,"Current prices, million euro",Changes in inventories,"3,158.70"
,2014,Ireland,"Current prices, million euro",Acquisitions less disposals of valuables,-1.3
,2014,Ireland,"Current prices, million euro",Exports of goods and services,"219,786.20"
,2014,Ireland,"Current prices, million euro",Exports of goods,"114,460.30"
,2014,Ireland,"Current prices, million euro",Exports of services,"105,325.90"
,2014,Ireland,"Current prices, million euro",Imports of goods and services,"185,183.50"
,2014,Ireland,"Current prices, million euro",Imports of goods,"73,730.40"
,2014,Ireland,"Current prices, million euro",Imports of services,"111,453.10"
,2014,Ireland,"Current prices, million euro",External balance of goods and services,"34,602.70"
,2014,Ireland,"Current prices, million euro",External balance - Goods,"40,729.90"
,2014,Ireland,"Current prices, million euro",External balance - Services,"-6,127.20"
,2014,Ireland,"Current prices, million euro",Compensation of employees,"73,242.70"
,2014,Ireland,"Current prices, million euro",Wages and salaries,"62,053.70"
,2014,Ireland,"Current prices, million euro",Employers' social contributions,"11,189.00"
,2014,Ireland,"Current prices, million euro","Operating surplus and mixed income, gross","104,566.60"
,2014,Ireland,"Current prices, million euro",Taxes on production and imports less subsidies,"18,303.60"
,2014,Ireland,"Current prices, million euro",Taxes on production and imports,"21,484.90"
,2014,Ireland,"Current prices, million euro",Subsidies,"3,181.30"
,2014,Ireland,"Current prices, million euro",Taxes less subsidies on products,"17,530.40"
,2014,Ireland,"Current prices, million euro",Taxes on products,"18,511.40"
,2014,Ireland,"Current prices, million euro",Subsidies on products,981
,2014,Ireland,"Current prices, million euro",Statistical discrepancy (production approach),"-1,575.80"
,2014,Ireland,"Current prices, million euro",Statistical discrepancy (expenditure approach),"1,575.80"
,2014,Ireland,"Current prices, million euro",Statistical discrepancy (income approach),"-1,575.80"
,2014,Ireland,"Current prices, million euro",Final consumption expenditure and gross capital formation,"158,358.60"
,2014,Ireland,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","378,144.80"
,2014,Greece,"Current prices, million euro",Gross domestic product at market prices,"178,656.50"
,2014,Greece,"Current prices, million euro","Value added, gross","157,913.00"
,2014,Greece,"Current prices, million euro",Final consumption expenditure,"161,670.50"
,2014,Greece,"Current prices, million euro",Final consumption expenditure of general government,"36,229.90"
,2014,Greece,"Current prices, million euro",Individual consumption expenditure of general government,"15,521.90"
,2014,Greece,"Current prices, million euro",Collective consumption expenditure of general government,"20,708.00"
,2014,Greece,"Current prices, million euro",Household and NPISH final consumption expenditure,"125,440.60"
,2014,Greece,"Current prices, million euro",Final consumption expenditure of households,"120,499.50"
,2014,Greece,"Current prices, million euro",Final consumption expenditure of NPISH,"4,941.10"
,2014,Greece,"Current prices, million euro",Actual individual consumption,"140,962.50"
,2014,Greece,"Current prices, million euro",Gross capital formation,"21,279.80"
,2014,Greece,"Current prices, million euro",Gross fixed capital formation,"20,624.40"
,2014,Greece,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,655.4
,2014,Greece,"Current prices, million euro",Changes in inventories,631.7
,2014,Greece,"Current prices, million euro",Acquisitions less disposals of valuables,23.7
,2014,Greece,"Current prices, million euro",Exports of goods and services,"57,836.50"
,2014,Greece,"Current prices, million euro",Exports of goods,"30,090.50"
,2014,Greece,"Current prices, million euro",Exports of services,"27,746.10"
,2014,Greece,"Current prices, million euro",Imports of goods and services,"62,130.30"
,2014,Greece,"Current prices, million euro",Imports of goods,"49,332.80"
,2014,Greece,"Current prices, million euro",Imports of services,"12,797.50"
,2014,Greece,"Current prices, million euro",External balance of goods and services,"-4,293.80"
,2014,Greece,"Current prices, million euro",External balance - Goods,"-19,242.40"
,2014,Greece,"Current prices, million euro",External balance - Services,"14,948.60"
,2014,Greece,"Current prices, million euro",Compensation of employees,"59,196.50"
,2014,Greece,"Current prices, million euro",Wages and salaries,"44,719.10"
,2014,Greece,"Current prices, million euro",Employers' social contributions,"14,477.40"
,2014,Greece,"Current prices, million euro","Operating surplus and mixed income, gross","96,044.40"
,2014,Greece,"Current prices, million euro",Taxes on production and imports less subsidies,"23,415.60"
,2014,Greece,"Current prices, million euro",Taxes on production and imports,"27,789.20"
,2014,Greece,"Current prices, million euro",Subsidies,"4,373.60"
,2014,Greece,"Current prices, million euro",Taxes less subsidies on products,"20,743.50"
,2014,Greece,"Current prices, million euro",Taxes on products,"22,235.20"
,2014,Greece,"Current prices, million euro",Subsidies on products,"1,491.70"
,2014,Greece,"Current prices, million euro",Statistical discrepancy (production approach),:
,2014,Greece,"Current prices, million euro",Statistical discrepancy (expenditure approach),:
,2014,Greece,"Current prices, million euro",Statistical discrepancy (income approach),:
,2014,Greece,"Current prices, million euro",Final consumption expenditure and gross capital formation,"182,950.30"
,2014,Greece,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","240,786.80"
,2014,Spain,"Current prices, million euro",Gross domestic product at market prices,"1,037,820.00"
,2014,Spain,"Current prices, million euro","Value added, gross","944,470.00"
,2014,Spain,"Current prices, million euro",Final consumption expenditure,"810,728.00"
,2014,Spain,"Current prices, million euro",Final consumption expenditure of general government,"202,048.00"
,2014,Spain,"Current prices, million euro",Individual consumption expenditure of general government,"114,081.00"
,2014,Spain,"Current prices, million euro",Collective consumption expenditure of general government,"87,967.00"
,2014,Spain,"Current prices, million euro",Household and NPISH final consumption expenditure,"608,680.00"
,2014,Spain,"Current prices, million euro",Final consumption expenditure of households,"597,653.00"
,2014,Spain,"Current prices, million euro",Final consumption expenditure of NPISH,"11,027.00"
,2014,Spain,"Current prices, million euro",Actual individual consumption,"722,761.00"
,2014,Spain,"Current prices, million euro",Gross capital formation,"201,878.00"
,2014,Spain,"Current prices, million euro",Gross fixed capital formation,"200,265.00"
,2014,Spain,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"1,613.00"
,2014,Spain,"Current prices, million euro",Changes in inventories,"1,815.00"
,2014,Spain,"Current prices, million euro",Acquisitions less disposals of valuables,:
,2014,Spain,"Current prices, million euro",Exports of goods and services,"339,502.00"
,2014,Spain,"Current prices, million euro",Exports of goods,"239,309.00"
,2014,Spain,"Current prices, million euro",Exports of services,"100,193.00"
,2014,Spain,"Current prices, million euro",Imports of goods and services,"314,288.00"
,2014,Spain,"Current prices, million euro",Imports of goods,"261,528.00"
,2014,Spain,"Current prices, million euro",Imports of services,"52,760.00"
,2014,Spain,"Current prices, million euro",External balance of goods and services,"25,214.00"
,2014,Spain,"Current prices, million euro",External balance - Goods,"-22,219.00"
,2014,Spain,"Current prices, million euro",External balance - Services,"47,433.00"
,2014,Spain,"Current prices, million euro",Compensation of employees,"491,643.00"
,2014,Spain,"Current prices, million euro",Wages and salaries,"390,254.00"
,2014,Spain,"Current prices, million euro",Employers' social contributions,"101,389.00"
,2014,Spain,"Current prices, million euro","Operating surplus and mixed income, gross","441,823.00"
,2014,Spain,"Current prices, million euro",Taxes on production and imports less subsidies,"104,354.00"
,2014,Spain,"Current prices, million euro",Taxes on production and imports,"121,158.00"
,2014,Spain,"Current prices, million euro",Subsidies,"16,804.00"
,2014,Spain,"Current prices, million euro",Taxes less subsidies on products,"93,350.00"
,2014,Spain,"Current prices, million euro",Taxes on products,"101,172.00"
,2014,Spain,"Current prices, million euro",Subsidies on products,"7,822.00"
,2014,Spain,"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,Spain,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2014,Spain,"Current prices, million euro",Statistical discrepancy (income approach),0
,2014,Spain,"Current prices, million euro",Final consumption expenditure and gross capital formation,"1,012,606.00"
,2014,Spain,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","1,352,108.00"
,2014,France,"Current prices, million euro",Gross domestic product at market prices,"2,147,609.00"
,2014,France,"Current prices, million euro","Value added, gross","1,925,074.00"
,2014,France,"Current prices, million euro",Final consumption expenditure,"1,701,788.00"
,2014,France,"Current prices, million euro",Final consumption expenditure of general government,"515,677.00"
,2014,France,"Current prices, million euro",Individual consumption expenditure of general government,"334,360.00"
,2014,France,"Current prices, million euro",Collective consumption expenditure of general government,"181,317.00"
,2014,France,"Current prices, million euro",Household and NPISH final consumption expenditure,"1,186,111.00"
,2014,France,"Current prices, million euro",Final consumption expenditure of households,"1,141,496.00"
,2014,France,"Current prices, million euro",Final consumption expenditure of NPISH,"44,615.00"
,2014,France,"Current prices, million euro",Actual individual consumption,"1,520,471.00"
,2014,France,"Current prices, million euro",Gross capital formation,"488,207.00"
,2014,France,"Current prices, million euro",Gross fixed capital formation,"469,072.00"
,2014,France,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,"19,135.00"
,2014,France,"Current prices, million euro",Changes in inventories,"18,225.00"
,2014,France,"Current prices, million euro",Acquisitions less disposals of valuables,910
,2014,France,"Current prices, million euro",Exports of goods and services,"620,855.00"
,2014,France,"Current prices, million euro",Exports of goods,"445,843.00"
,2014,France,"Current prices, million euro",Exports of services,"175,012.00"
,2014,France,"Current prices, million euro",Imports of goods and services,"663,241.00"
,2014,France,"Current prices, million euro",Imports of goods,"485,456.00"
,2014,France,"Current prices, million euro",Imports of services,"177,785.00"
,2014,France,"Current prices, million euro",External balance of goods and services,"-42,386.00"
,2014,France,"Current prices, million euro",External balance - Goods,"-39,613.00"
,2014,France,"Current prices, million euro",External balance - Services,"-2,773.00"
,2014,France,"Current prices, million euro",Compensation of employees,"1,126,700.00"
,2014,France,"Current prices, million euro",Wages and salaries,"820,071.00"
,2014,France,"Current prices, million euro",Employers' social contributions,"306,629.00"
,2014,France,"Current prices, million euro","Operating surplus and mixed income, gross","737,330.00"
,2014,France,"Current prices, million euro",Taxes on production and imports less subsidies,"283,578.00"
,2014,France,"Current prices, million euro",Taxes on production and imports,"339,117.00"
,2014,France,"Current prices, million euro",Subsidies,"55,539.00"
,2014,France,"Current prices, million euro",Taxes less subsidies on products,"222,535.00"
,2014,France,"Current prices, million euro",Taxes on products,"240,446.00"
,2014,France,"Current prices, million euro",Subsidies on products,"17,911.00"
,2014,France,"Current prices, million euro",Statistical discrepancy (production approach),0
,2014,France,"Current prices, million euro",Statistical discrepancy (expenditure approach),0
,2014,France,"Current prices, million euro",Statistical discrepancy (income approach),1
,2014,France,"Current prices, million euro",Final consumption expenditure and gross capital formation,"2,189,995.00"
,2014,France,"Current prices, million euro","Final consumption expenditure, gross capital formation and exports of goods and services","2,810,850.00"
,2014,Croatia,"Current prices, million euro",Gross domestic product at market prices,"43,391.30"
,2014,Croatia,"Current prices, million euro","Value added, gross","36,807.20"
,2014,Croatia,"Current prices, million euro",Final consumption expenditure,"34,382.70"
,2014,Croatia,"Current prices, million euro",Final consumption expenditure of general government,"8,868.20"
,2014,Croatia,"Current prices, million euro",Individual consumption expenditure of general government,"4,490.00"
,2014,Croatia,"Current prices, million euro",Collective consumption expenditure of general government,"4,378.20"
,2014,Croatia,"Current prices, million euro",Household and NPISH final consumption expenditure,"25,514.60"
,2014,Croatia,"Current prices, million euro",Final consumption expenditure of households,"25,071.60"
,2014,Croatia,"Current prices, million euro",Final consumption expenditure of NPISH,443
,2014,Croatia,"Current prices, million euro",Actual individual consumption,"30,004.50"
,2014,Croatia,"Current prices, million euro",Gross capital formation,"8,176.10"
,2014,Croatia,"Current prices, million euro",Gross fixed capital formation,"8,356.50"
,2014,Croatia,"Current prices, million euro",Changes in inventories and acquisitions less disposals of valuables,-180.3
,2014,Croatia,"Current prices, million euro",Changes in inventories,-180.3
,2014,Croatia,"Current prices, million euro",Acquisitions less disposals of valuables,:
,2014,Croatia,"Current prices, million euro",Exports of goods and services,"19,661.20"
,2014,Croatia,"Current prices, million euro",Exports of goods,"9,442.30"
,2014,Croatia,"Current prices, million euro",Exports of services,"10,218.90"
,2014,Croatia,"Current prices, million euro",Imports of goods and services,"18,828.80"
,2014,Croatia,"Current prices, million euro",Imports of goods,"15,950.80"
,2014,Croatia,"Current prices, million euro",Imports of services,"2,878.00"
,2014,Croatia,"Current prices, million euro",External balance of goods and services,832.4
,2014,Croatia,"Current prices, million euro",External balance - Goods,"-6,508.50"
,2014,Croatia,"Current prices, million euro",External balance - Services,"7,340.90"
,2014,Croatia,"Current prices, million euro",Compensation of employees,"20,297.20"
,2014,Croatia,"Current prices, million euro",Wages and salaries,"17,550.10"
,2014,Croatia,"Current prices, million euro",Employers' social contributions,"2,747.10"
,2014,Croatia,"Current prices, million euro","Operating surplus and mixed income, gross","16,019.60"
,2014,Croatia,"Current prices, million euro",Taxes on production and imports less subsidies,"7,074.60"
,2014,Croatia,"Current prices, million euro",Taxes on production and imports,"8,046.20"
